scheme_name,state,ministry,category,tags,scheme_details,benefits,eligibility,application_process,documents_required,url,last_verified,search_text
Various Training and Support Schemes of Kisan Vigyan Kendra - Veer Chandra Singh Garhwali Uttarakhand University of Horticulture and Forestry,Uttarakhand,,['Skills & Employment'],"['Kisan Vigyan Kendra', 'Training', 'Farmer', 'Technical Training', 'Agriculture', 'Forestry', 'Horticulture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/vtsskvk,2026-03-16,Various Training and Support Schemes of Kisan Vigyan Kendra - Veer Chandra Singh Garhwali Uttarakhand University of Horticulture and Forestry Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
"scholarship scheme - Uttarakhand Agricultural Production & Marketing Board, Uttarakhand",Uttarakhand,,['Education & Learning'],"['Student', 'Mandi Worker', 'Scholarship', 'Agricultural Laborer', 'Agriculture', 'Forestry', 'Fisheries', 'Horticulture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/ssad,2026-03-16,"scholarship scheme - Uttarakhand Agricultural Production & Marketing Board, Uttarakhand Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand"
Primary Cooperative Agriculture and Rural Development Bank: For Horticulture,Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Horticulture Loan', 'Farmer', 'Financial Assistance']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcaardfh,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: For Horticulture Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
Primary Cooperative Agriculture and Rural Development Bank: Jewel Loans,Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Banking', 'Financial Assistance', 'Farmer']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcaardjl,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: Jewel Loans Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
ICAR Junior Research Fellowship For Post-Graduate Studies In Agricultural Sciences,All,,['Education & Learning'],"['Research', 'Fellowship', 'Agriculture', 'Agricultural Education', 'Post-graduate', 'Agricultural Science']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/icar-jrf-pgs,2026-03-16,ICAR Junior Research Fellowship For Post-Graduate Studies In Agricultural Sciences Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All
"Smt. Bimla Rani Memorial Award (B.Sc. Ag., B.V.Sc. & A.H., B.H.Sc. & B.F.Sc.)",Uttarakhand,,['Education & Learning'],"['Award', 'Agriculture', 'Veterinary Science', 'Animal Husbandry', 'Fisheries Science', 'Student', 'Home Science']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/bimlaranimemorialawarduk,2026-03-16,"Smt. Bimla Rani Memorial Award (B.Sc. Ag., B.V.Sc. & A.H., B.H.Sc. & B.F.Sc.) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand"
"Free Education Scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary, and Law)",Tamil Nadu,,['Education & Learning'],"['Minority Welfare', 'Scholarship', 'Education']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/fesfpc,2026-03-16,"Free Education Scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary, and Law) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu"
Mukhyamantri Krishi Utpadan Sanrakshan Yojana,Himachal Pradesh,,"['Agriculture,Rural & Environment']","['Solar Fencing', 'Crop Protection', 'Subsidy', 'Hailstorms', 'Agriculture', 'Financial Assistance', 'Poly Sheets', 'Farmers']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/mkusy,2026-03-16,Mukhyamantri Krishi Utpadan Sanrakshan Yojana Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Himachal Pradesh
Primary Cooperative Agriculture and Rural Development Bank: For Handloom and Other Non Farm Sector Activities,Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Handloom Loans', 'Non-farm Sector Activities', 'Farmer', 'Financial Assistance']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcardfhtn,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: For Handloom and Other Non Farm Sector Activities Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
National Talent Scholarship Undergraduate,All,,['Education & Learning'],"['Student', 'Scholarship', 'Agriculture', 'Education']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/nts-ug,2026-03-16,National Talent Scholarship Undergraduate Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All
MANAGE Internship Programme,All,,['Education & Learning'],"['Internship', 'Student', 'Agriculture', 'Management', 'Environment']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/mip,2026-03-16,MANAGE Internship Programme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All
Farmer Pension Scheme,Uttarakhand,,['Social welfare & Empowerment'],"['Farmer', 'Pension', 'Kisan', 'Agriculture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/kpy,2026-03-16,Farmer Pension Scheme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Term Loan Scheme (GNDTDC),Gujarat,,"['Banking,Financial Services and Insurance', 'Business & Entrepreneurship']","['Business', 'Loan', 'Small-scale Business', 'Nomadic Tribes', 'Denotified Tribes']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/tlgntdnt,2026-03-16,Term Loan Scheme (GNDTDC) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Gujarat
Scheme of Assistance to State Scheduled Castes Development Corporations,All,,"['Social welfare & Empowerment', 'Business & Entrepreneurship']","['Scheduled Caste', 'Employment', 'Agriculture', 'Industry', 'Transport', 'Subsidy']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/sasscdc,2026-03-16,Scheme of Assistance to State Scheduled Castes Development Corporations Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All
